,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
18900,A very serious problem,Now,Very concerned,7326,2015-12-28 18:13:36,Portland,US,United States,50.137.40.2,45.5234,-122.676,Oregon,-07:00,97086
18901,A very serious problem,Now,Somewhat concerned,7325,2015-12-28 18:13:05,Arbuckle,US,United States,70.214.54.191,39.0174,-122.05799999999999,California,-07:00,95912
18902,Not a problem,Never,Not at all concerned,7324,2015-12-28 18:12:39,Saint Paul,US,United States,207.171.99.1,44.9629,-93.124,Minnesota,-05:00,55155
18903,Not a problem,Never,Not at all concerned,7323,2015-12-28 18:12:36,Kokomo,US,United States,98.223.18.69,40.4864,-86.1336,Indiana,-04:00,46901
18904,A very serious problem,Now,Very concerned,7322,2015-12-28 18:12:15,Secaucus,US,United States,173.54.95.226,40.7967,-74.0553,New Jersey,-04:00,07094
18905,A very serious problem,Now,Very concerned,7321,2015-12-28 18:11:47,Tipperary,IE,Ireland,83.70.51.119,52.4733,-8.15583,Tipperary,+01:00,D17
18906,Not a problem,Never,Not at all concerned,7319,2015-12-28 18:10:53,Wesley Chapel,US,United States,71.101.105.73,28.2397,-82.3279,Florida,-04:00,33543
18907,A somewhat serious problem,Now,Somewhat concerned,7318,2015-12-28 18:10:23,Ardmoney,GB,United Kingdom,86.166.114.163,54.3,-7.35,Northern Ireland,+01:00,PA28 6R
18908,Not a problem,Never,Not at all concerned,7317,2015-12-28 18:10:14,Wayne,US,United States,174.60.231.195,40.0439,-75.3875,Pennsylvania,-04:00,19080
18909,A not too serious problem,Not for many years,Not at all concerned,7316,2015-12-28 18:10:07,Gaithersburg,US,United States,74.119.60.80,39.1434,-77.2014,Maryland,-04:00,20877
18910,A not too serious problem,Not for many years,Not too concerned,7315,2015-12-28 18:10:02,Cupertino,US,United States,76.247.185.56,37.323,-122.03200000000001,California,-07:00,95014
18911,A not too serious problem,Never,Not at all concerned,7314,2015-12-28 18:09:46,Russellville,US,United States,75.121.157.23,35.2784,-93.1338,Arkansas,-05:00,72801
18912,A somewhat serious problem,In the next few years,Somewhat concerned,7313,2015-12-28 18:08:59,Bethpage,US,United States,24.38.71.254,40.7397,-73.4871,New York,-04:00,11714
18913,Not a problem,Never,Not at all concerned,7312,2015-12-28 18:08:58,Indianapolis,US,United States,104.137.211.3,39.8064,-86.1001,Indiana,-04:00,46218
18914,A very serious problem,Now,Very concerned,7311,2015-12-28 18:08:56,Market Drayton,GB,United Kingdom,86.154.207.194,52.9054,-2.49012,England,+01:00,TF9 3AS
18915,Not a problem,Never,Not at all concerned,7310,2015-12-28 18:08:49,Tampa,US,United States,100.3.239.48,27.9475,-82.4584,Florida,-04:00,33601
18916,Not a problem,Never,Not at all concerned,7309,2015-12-28 18:08:24,West Jordan,US,United States,75.162.240.213,40.6097,-111.939,Utah,-06:00,84081
18917,A somewhat serious problem,Now,Very concerned,7308,2015-12-28 18:08:23,Springfield,GB,United Kingdom,82.15.83.251,54.6,-5.96667,Northern Ireland,+01:00,DG9 8TE
18918,A somewhat serious problem,Now,Somewhat concerned,7306,2015-12-28 18:08:21,Sellafield,GB,United Kingdom,81.136.199.122,54.422,-3.5054800000000004,England,+01:00,CA20 1P
18919,Not a problem,Never,Not at all concerned,7307,2015-12-28 18:08:21,York,US,United States,174.59.71.124,39.9626,-76.7277,Pennsylvania,-04:00,17315
18920,A somewhat serious problem,In the next few years,Somewhat concerned,7305,2015-12-28 18:08:05,Carson City,US,United States,167.154.139.188,39.1678,-119.77600000000001,Nevada,-07:00,89710
18921,A very serious problem,Now,Not too concerned,7304,2015-12-28 18:07:20,Dronten,NL,Netherlands,83.247.88.69,52.525,5.7180599999999995,Flevoland,+02:00,8254
18922,A very serious problem,Now,Not too concerned,7303,2015-12-28 18:06:56,Raciborz,PL,Poland,83.10.219.144,50.0919,18.2193,Slaskie,+02:00,47-445
18923,A very serious problem,Now,Somewhat concerned,7302,2015-12-28 18:06:30,Castleford,GB,United Kingdom,95.147.223.90,53.7259,-1.36256,England,+01:00,WF10 1L
18924,Not a problem,Not for many years,Not at all concerned,7301,2015-12-28 18:06:26,Washington,US,United States,71.163.83.220,38.8951,-77.0364,District Of Columbia,-04:00,20001
18925,A very serious problem,Now,Somewhat concerned,7300,2015-12-28 18:06:21,New York City,US,United States,74.71.236.194,40.7143,-74.006,New York,-04:00,10116
18926,A very serious problem,Now,Somewhat concerned,7299,2015-12-28 18:05:54,Washington,US,United States,149.80.3.31,38.9016,-77.0508,District Of Columbia,-04:00,20037
18927,A very serious problem,Now,Somewhat concerned,7297,2015-12-28 18:05:37,Sutton,GB,United Kingdom,109.156.127.220,51.35,-0.2,England,+01:00,SM2 5ND
18928,A very serious problem,Now,Very concerned,7298,2015-12-28 18:05:37,Wyton,GB,United Kingdom,86.137.97.74,52.3333,-0.11667000000000001,England,+01:00,PE28 2B
18929,A very serious problem,Now,Very concerned,7296,2015-12-28 18:05:20,Los Angeles,US,United States,38.88.9.66,34.0522,-118.244,California,-07:00,90001
18930,A very serious problem,Now,Somewhat concerned,7295,2015-12-28 18:05:19,Sutton on Hull,GB,United Kingdom,213.249.240.222,53.7799,-0.30504000000000003,England,+01:00,HU7 4UD
18931,A not too serious problem,Not for many years,Not too concerned,7294,2015-12-28 18:05:12,Canton,US,United States,73.43.138.41,34.2368,-84.4908,Georgia,-04:00,30114
18932,A very serious problem,Now,Very concerned,7293,2015-12-28 18:04:44,Shenley Church End,GB,United Kingdom,79.69.69.67,52.0252,-0.78994,England,+01:00,MK5 6EX
18933,Not a problem,Never,Not at all concerned,7292,2015-12-28 18:04:37,Deltona,US,United States,76.4.137.224,28.9005,-81.2637,Florida,-04:00,32725
18934,A somewhat serious problem,In the next few years,Somewhat concerned,7291,2015-12-28 18:04:28,Woodham Ferrers,GB,United Kingdom,86.147.215.6,51.6667,0.5979800000000001,England,+01:00,CM3 8RH
18935,Not a problem,Never,Not at all concerned,7290,2015-12-28 18:03:37,Rancho Mirage,US,United States,67.49.97.109,33.7397,-116.413,California,-07:00,92270
18936,A not too serious problem,Never,Not at all concerned,7289,2015-12-28 18:03:24,Dyersburg,US,United States,99.117.93.6,36.0345,-89.3856,Tennessee,-05:00,38024
18937,A very serious problem,Now,Very concerned,7288,2015-12-28 18:02:24,Paris,FR,France,5.51.206.122,48.8534,2.3488,Ile-de-France,+01:00,75915
18938,A somewhat serious problem,Now,Somewhat concerned,7287,2015-12-28 18:02:08,Cowbridge,GB,United Kingdom,86.169.78.100,51.4603,-3.44167,Wales,+01:00,CF71 7B
18939,A very serious problem,In the next few years,Somewhat concerned,7286,2015-12-28 18:01:32,Toowoomba,AU,Australia,101.182.159.111,-27.5606,151.954,Queensland,+10:00,4350
18940,Not a problem,Never,Not at all concerned,7285,2015-12-28 18:01:26,Forest Hill,US,United States,100.16.40.208,39.585,-76.3878,Maryland,-04:00,21050
18941,A very serious problem,Now,Very concerned,7284,2015-12-28 18:01:14,New York City,US,United States,70.199.107.109,40.7143,-74.006,New York,-04:00,10116
18942,Not a problem,Never,Not at all concerned,7283,2015-12-28 18:01:13,Denver,US,United States,67.165.204.66,39.7392,-104.985,Colorado,-06:00,80002
18943,A very serious problem,Now,Somewhat concerned,7282,2015-12-28 18:00:46,Mainvilliers,FR,France,78.193.164.139,48.45,1.45607,Centre,+01:00,28309
18944,Not a problem,Never,Not at all concerned,7281,2015-12-28 18:00:39,Troy,US,United States,74.67.8.33,42.7284,-73.6918,New York,-04:00,12180
18945,A very serious problem,Now,Very concerned,7280,2015-12-28 18:00:24,Seattle,US,United States,128.208.34.160,47.6639,-122.292,Washington,-07:00,98105
18946,A somewhat serious problem,Now,Somewhat concerned,7279,2015-12-28 18:00:12,Tallahassee,US,United States,69.254.215.201,30.4383,-84.2807,Florida,-04:00,32301
18947,A very serious problem,Now,Very concerned,7278,2015-12-28 17:59:40,Kearney,US,United States,71.8.222.110,40.6995,-99.0815,Nebraska,-05:00,68845
18948,Not a problem,Never,Not at all concerned,7277,2015-12-28 17:58:52,Antioch,US,United States,73.15.87.156,38.0049,-121.806,California,-07:00,94509
18949,A not too serious problem,Not for many years,Not at all concerned,7276,2015-12-28 17:58:32,Ashburn,US,United States,162.17.244.193,39.0437,-77.4875,Virginia,-04:00,20146
18950,A very serious problem,Now,Not too concerned,7275,2015-12-28 17:58:17,San Jose,US,United States,50.152.177.24,37.3394,-121.895,California,-07:00,95101
18951,Not a problem,Never,Not at all concerned,7274,2015-12-28 17:57:49,Candler,US,United States,184.4.121.137,29.1651,-82.219,Florida,-04:00,32111
18952,A somewhat serious problem,Not for many years,Not too concerned,7273,2015-12-28 17:57:43,Memphis,US,United States,75.66.40.201,35.1495,-90.04899999999999,Tennessee,-05:00,37501
18953,Not a problem,Never,Not at all concerned,7272,2015-12-28 17:57:16,Frisco,US,United States,71.170.235.216,33.1507,-96.8236,Texas,-05:00,75034
18954,Not a problem,Never,Not at all concerned,7271,2015-12-28 17:56:55,San Jose,US,United States,184.105.76.228,37.3394,-121.895,California,-07:00,95101
18955,A not too serious problem,Not for many years,Not too concerned,7270,2015-12-28 17:56:50,Pennington,US,United States,70.192.134.2,40.3284,-74.7907,New Jersey,-04:00,08534
18956,Not a problem,Not for many years,Not at all concerned,7269,2015-12-28 17:56:34,San Juan,PR,Puerto Rico,24.137.246.4,18.4663,-66.1057,San Juan,-04:00,00918-1
18958,Not a problem,Never,Not at all concerned,7267,2015-12-28 17:56:09,Tinton Falls,US,United States,73.197.204.28,40.3043,-74.1004,New Jersey,-04:00,07701
18959,A somewhat serious problem,Not for many years,Not too concerned,7266,2015-12-28 17:55:48,Duluth,US,United States,108.245.21.252,34.0029,-84.1446,Georgia,-04:00,30026
18960,Not a problem,Never,Not at all concerned,7265,2015-12-28 17:55:42,Potosi,US,United States,63.246.107.192,37.9364,-90.7879,Missouri,-05:00,63664
18961,Not a problem,Never,Not at all concerned,7264,2015-12-28 17:55:29,Reading,US,United States,98.237.93.174,40.3357,-75.9269,Pennsylvania,-04:00,19601
18962,Not a problem,Never,Not at all concerned,7263,2015-12-28 17:55:20,Palo Alto,US,United States,67.169.166.138,37.4419,-122.14299999999999,California,-07:00,94301
18964,Not a problem,Never,Not at all concerned,7262,2015-12-28 17:54:16,Palo Alto,US,United States,67.169.166.138,37.4419,-122.14299999999999,California,-07:00,94301
18966,Not a problem,Never,Not at all concerned,7261,2015-12-28 17:54:08,Montgomery,US,United States,132.3.53.81,32.4045,-86.2459,Alabama,-05:00,36114
18967,A not too serious problem,Not for many years,Not at all concerned,7260,2015-12-28 17:53:07,New Philadelphia,US,United States,75.187.169.67,40.4898,-81.4457,Ohio,-04:00,44663
18968,Not a problem,Not for many years,Not at all concerned,7259,2015-12-28 17:53:06,Los Angeles,US,United States,173.196.2.76,34.0522,-118.244,California,-07:00,90001
18969,Not a problem,Never,Not at all concerned,7258,2015-12-28 17:52:42,Mead,US,United States,98.225.29.179,47.7674,-117.355,Washington,-07:00,99021
18970,A not too serious problem,Never,Not at all concerned,7257,2015-12-28 17:52:41,Audubon Park,US,United States,74.133.55.11,38.204,-85.7252,Kentucky,-04:00,40217
18971,Not a problem,Never,Not at all concerned,7256,2015-12-28 17:52:26,Fort Worth,US,United States,99.164.67.11,32.7254,-97.3208,Texas,-05:00,76101
18972,Not a problem,Never,Not at all concerned,7255,2015-12-28 17:51:47,Moorestown,US,United States,24.0.114.152,39.9659,-74.9644,New Jersey,-04:00,08057
18973,A not too serious problem,Not for many years,Not at all concerned,7254,2015-12-28 17:51:30,Basking Ridge,US,United States,74.102.76.195,40.7061,-74.5494,New Jersey,-04:00,07920
18974,Not a problem,Never,Not at all concerned,7253,2015-12-28 17:51:09,Mason,US,United States,75.186.9.9,39.3601,-84.3099,Ohio,-04:00,45040
18975,Not a problem,Never,Not at all concerned,7252,2015-12-28 17:50:58,Boston,US,United States,50.255.140.205,42.3584,-71.0598,Massachusetts,-04:00,02108
18976,Not a problem,Never,Not at all concerned,7251,2015-12-28 17:50:31,Oakhurst,US,United States,64.118.104.114,37.3389,-119.646,California,-07:00,93644
18977,Not a problem,Never,Not at all concerned,7250,2015-12-28 17:50:30,West Chester,US,United States,208.102.230.63,39.3917,-84.5261,Ohio,-04:00,45069
18978,Not a problem,Never,Not at all concerned,7249,2015-12-28 17:50:26,Cincinnati,US,United States,74.83.88.126,39.1054,-84.5022,Ohio,-04:00,45202
18979,Not a problem,Never,Not at all concerned,7248,2015-12-28 17:49:53,Burnet,US,United States,72.177.34.111,30.7582,-98.2284,Texas,-05:00,78611
18980,Not a problem,Never,Not at all concerned,7247,2015-12-28 17:49:49,San Jose,US,United States,40.139.90.98,37.3394,-121.895,California,-07:00,95101
18981,Not a problem,Never,Not at all concerned,7246,2015-12-28 17:49:22,Houston,US,United States,198.207.244.102,29.7609,-95.3625,Texas,-05:00,77002
18982,Not a problem,Never,Not at all concerned,7245,2015-12-28 17:48:12,Battle Mountain,US,United States,75.210.174.183,40.6421,-116.934,Nevada,-07:00,89820
18983,Not a problem,Never,Not at all concerned,7244,2015-12-28 17:48:11,Reston,US,United States,204.115.183.4,38.9567,-77.3421,Virginia,-04:00,20190
18984,A very serious problem,Now,Somewhat concerned,7243,2015-12-28 17:47:40,Phoenix,US,United States,160.3.138.2,33.5114,-112.069,Arizona,-07:00,85012
18985,Not a problem,Never,Not at all concerned,7242,2015-12-28 17:47:30,Highland Park,US,United States,99.58.0.216,32.8335,-96.7919,Texas,-06:00,75205
18986,A somewhat serious problem,In the next few years,Not at all concerned,7241,2015-12-28 17:47:07,Barnstable,US,United States,73.159.167.175,41.7001,-70.2995,Massachusetts,-04:00,02630
18987,Not a problem,Not for many years,Not at all concerned,7240,2015-12-28 17:46:15,Wichita,US,United States,24.249.109.38,37.6922,-97.3375,Kansas,-05:00,67147
18988,A not too serious problem,Never,Not at all concerned,7239,2015-12-28 17:45:35,Burbank,US,United States,24.24.187.5,37.3233,-121.932,California,-07:00,91501
18989,Not a problem,Never,Not at all concerned,7238,2015-12-28 17:45:32,Easley,US,United States,75.137.121.163,34.8298,-82.6015,South Carolina,-04:00,29640
18990,Not a problem,Never,Not at all concerned,7237,2015-12-28 17:44:24,Fayetteville,US,United States,24.131.50.7,33.4487,-84.4549,Georgia,-04:00,30214
18991,Not a problem,Never,Not at all concerned,7236,2015-12-28 17:43:46,Naperville,US,United States,24.15.86.201,41.7859,-88.1473,Illinois,-05:00,60540
18992,Not a problem,Not for many years,Not at all concerned,7235,2015-12-28 17:43:11,Shell Point,US,United States,73.131.32.188,32.7891,-80.1068,South Carolina,-04:00,29414
18993,Not a problem,Never,Not at all concerned,7234,2015-12-28 17:43:07,Downey,US,United States,71.108.247.55,33.94,-118.133,California,-07:00,90239
18994,Not a problem,Never,Not at all concerned,7233,2015-12-28 17:43:00,Austin,US,United States,107.143.172.95,30.2672,-97.7431,Texas,-05:00,73301
18995,Not a problem,Never,Not at all concerned,7232,2015-12-28 17:42:52,Ashburn,US,United States,173.79.121.219,39.0341,-77.4885,Virginia,-04:00,20147
18996,A not too serious problem,Never,Not at all concerned,7231,2015-12-28 17:42:24,Concord,US,United States,75.190.183.233,35.4087,-80.5795,North Carolina,-04:00,28025
18997,Not a problem,Not for many years,Not at all concerned,7230,2015-12-28 17:42:19,Fort Collins,US,United States,199.133.198.91,40.5422,-105.11399999999999,Colorado,-06:00,80526
18998,Not a problem,Never,Not at all concerned,7229,2015-12-28 17:42:05,Oceanside,US,United States,76.176.194.55,33.1959,-117.37899999999999,California,-07:00,92049
18999,Not a problem,Never,Not at all concerned,7228,2015-12-28 17:41:34,Saint Clairsville,US,United States,76.125.217.231,40.0806,-80.9001,Ohio,-04:00,43950
19000,Not a problem,Never,Not at all concerned,7227,2015-12-28 17:40:47,San Francisco,US,United States,173.13.188.121,37.7749,-122.419,California,-07:00,94102
19001,Not a problem,Never,Not at all concerned,7226,2015-12-28 17:40:33,Meridian Hills,US,United States,76.240.194.21,39.89,-86.1572,Indiana,-04:00,46260
19002,Not a problem,Never,Not at all concerned,7225,2015-12-28 17:38:39,Dover,US,United States,209.23.223.4,40.0018,-76.8503,Pennsylvania,-04:00,17315
19003,A not too serious problem,Not for many years,Not at all concerned,7224,2015-12-28 17:38:07,Rome,US,United States,67.242.57.99,43.2128,-75.4557,New York,-04:00,13440
19004,Not a problem,Never,Not at all concerned,7223,2015-12-28 17:37:06,Pearland,US,United States,72.54.48.90,29.5636,-95.286,Texas,-05:00,77581
19005,Not a problem,Never,Not at all concerned,7222,2015-12-28 17:36:50,Milwaukee,US,United States,99.2.200.76,43.0389,-87.9065,Wisconsin,-05:00,53201
19006,Not a problem,Never,Not at all concerned,7221,2015-12-28 17:36:36,Almont,US,United States,74.199.96.88,42.9206,-83.0449,Michigan,-04:00,48003
19007,A not too serious problem,Not for many years,Not at all concerned,7220,2015-12-28 17:36:34,Bridgeville,US,United States,72.77.3.146,40.3557,-80.1137,Pennsylvania,-04:00,15017
19008,Not a problem,Never,Not at all concerned,7219,2015-12-28 17:36:29,Desert Hot Springs,US,United States,96.249.171.226,33.9611,-116.50200000000001,California,-07:00,92240
19009,Not a problem,Never,Not at all concerned,7218,2015-12-28 17:34:45,Colorado Springs,US,United States,96.90.182.233,38.8339,-104.821,Colorado,-06:00,80901
19010,Not a problem,Never,Not at all concerned,7217,2015-12-28 17:34:33,Los Osos,US,United States,70.197.2.59,35.3111,-120.83200000000001,California,-07:00,93402
19011,A very serious problem,Now,Very concerned,7216,2015-12-28 17:34:30,Las Vegas,US,United States,70.210.198.138,36.175,-115.137,Nevada,-07:00,89044
19012,Not a problem,Never,Not at all concerned,7215,2015-12-28 17:34:15,Wingham,CA,Canada,50.101.2.51,43.8879,-81.3114,Ontario,-04:00,N0G 2W0
19013,Not a problem,Never,Not at all concerned,7214,2015-12-28 17:33:59,Grande Cache,CA,Canada,50.99.168.166,53.8834,-119.13600000000001,Alberta,-06:00,T0E 0Y0
19014,Not a problem,Never,Not at all concerned,7213,2015-12-28 17:33:45,Temecula,US,United States,172.89.243.107,33.4936,-117.148,California,-07:00,92589
19015,A not too serious problem,Not for many years,Not too concerned,7212,2015-12-28 17:33:38,Niagara Falls,US,United States,71.186.134.249,43.0945,-79.0567,New York,-04:00,14301
19016,Not a problem,Never,Not at all concerned,7211,2015-12-28 17:33:29,Helotes,US,United States,108.212.254.87,29.578000000000003,-98.6898,Texas,-05:00,78023
19017,Not a problem,Never,Not at all concerned,7210,2015-12-28 17:33:14,Clearwater,US,United States,72.77.222.199,27.9659,-82.8001,Florida,-04:00,33755
19018,Not a problem,Never,Not at all concerned,7209,2015-12-28 17:31:22,Middleburg,US,United States,98.231.90.208,30.0688,-81.8604,Florida,-04:00,32050
19019,A not too serious problem,Never,Not at all concerned,7208,2015-12-28 17:30:40,Columbus,US,United States,134.152.141.170,39.9664,-83.0128,Ohio,-04:00,43218
19020,Not a problem,Never,Not at all concerned,7207,2015-12-28 17:30:25,Bala Cynwyd,US,United States,100.34.199.66,40.0075,-75.2342,Pennsylvania,-04:00,19004
19021,Not a problem,Never,Not at all concerned,7203,2015-12-28 17:28:45,Denver,US,United States,97.122.165.80,39.7392,-104.985,Colorado,-06:00,80002
19022,A not too serious problem,Never,Not at all concerned,7202,2015-12-28 17:28:41,Palaja,FR,France,82.67.250.195,43.1736,2.38462,Languedoc-Roussillon,+01:00,11570
19023,Not a problem,Never,Not at all concerned,7201,2015-12-28 17:26:42,Fort Myers,US,United States,172.56.26.193,26.6217,-81.8406,Florida,-04:00,33900
19024,Not a problem,Not for many years,Not too concerned,7200,2015-12-28 17:26:35,Leamington,CA,Canada,24.57.175.149,42.0501,-82.5998,Ontario,-04:00,N8H 0A1
19025,A very serious problem,In the next few years,Somewhat concerned,7199,2015-12-28 17:26:25,San Jose,US,United States,107.194.152.191,37.3394,-121.895,California,-07:00,95101
19026,A somewhat serious problem,Never,Not at all concerned,7198,2015-12-28 17:26:01,Buffalo,US,United States,69.207.5.131,42.8865,-78.8784,New York,-04:00,14201
19027,A not too serious problem,Not for many years,Not at all concerned,7197,2015-12-28 17:25:34,Fort Collins,US,United States,97.107.70.37,40.5853,-105.084,Colorado,-06:00,80521
19028,Not a problem,Never,Not at all concerned,7196,2015-12-28 17:24:55,Bruchsal,DE,Germany,87.177.140.104,49.1243,8.59804,Baden-Wurttemberg,+02:00,76646
19029,Not a problem,Never,Not at all concerned,7195,2015-12-28 17:24:39,Concord,US,United States,108.225.133.76,37.978,-122.031,California,-07:00,94518
19030,Not a problem,Never,Not at all concerned,7194,2015-12-28 17:24:07,Rancho Cordova,US,United States,74.197.250.248,38.5891,-121.303,California,-07:00,95670
19032,Not a problem,Not for many years,Not at all concerned,7192,2015-12-28 17:23:02,Pinehurst,US,United States,65.191.128.96,35.1954,-79.4695,North Carolina,-04:00,28370
19033,Not a problem,Not for many years,Not at all concerned,7191,2015-12-28 17:22:59,Mena,US,United States,172.12.39.19,34.5862,-94.2397,Arkansas,-05:00,71953
19034,A very serious problem,Now,Very concerned,7190,2015-12-28 17:22:31,Pullman,US,United States,76.178.155.137,46.7313,-117.18,Washington,-07:00,99163
19035,Not a problem,Never,Not at all concerned,7189,2015-12-28 17:22:00,Florence,US,United States,74.128.72.168,38.999,-84.6266,Kentucky,-04:00,41022
19036,A not too serious problem,Not for many years,Not at all concerned,7188,2015-12-28 17:21:13,Arroyo Grande,US,United States,71.84.107.209,35.1186,-120.59100000000001,California,-07:00,93420
19037,Not a problem,Never,Not at all concerned,7187,2015-12-28 17:19:51,Leamington,CA,Canada,162.211.184.66,42.0482,-82.6087,Ontario,-04:00,N8H 4W4
19038,A very serious problem,Now,Very concerned,7186,2015-12-28 17:19:38,Reston,US,United States,98.169.81.226,38.9687,-77.3411,Virginia,-04:00,20190
19039,Not a problem,Never,Not at all concerned,7185,2015-12-28 17:19:11,Boise,US,United States,137.201.242.130,43.6628,-116.16799999999999,Idaho,-06:00,83707
19040,A not too serious problem,Never,Not at all concerned,7184,2015-12-28 17:19:10,Mansfield,US,United States,98.102.76.210,40.7584,-82.5154,Ohio,-04:00,44901
19041,A not too serious problem,Never,Not at all concerned,7183,2015-12-28 17:19:09,San Bernardino,US,United States,108.80.52.22,34.1083,-117.29,California,-07:00,92401
19042,Not a problem,Not for many years,Not at all concerned,7182,2015-12-28 17:18:49,Castleton,US,United States,208.65.165.122,43.6106,-73.1798,Vermont,-04:00,05735
19043,A not too serious problem,Not for many years,Not at all concerned,7181,2015-12-28 17:18:48,North Las Vegas,US,United States,24.234.183.3,36.1989,-115.118,Nevada,-07:00,89030
19044,Not a problem,Never,Not at all concerned,7180,2015-12-28 17:18:20,Rockford,US,United States,67.163.40.126,42.2711,-89.094,Illinois,-05:00,61101
19045,Not a problem,Never,Not at all concerned,7179,2015-12-28 17:17:35,Schererville,US,United States,99.127.92.226,41.4789,-87.4548,Indiana,-05:00,46375
19046,Not a problem,Never,Not at all concerned,7178,2015-12-28 17:16:27,Syracuse,US,United States,71.176.101.33,43.0481,-76.1474,New York,-04:00,13201
19047,Not a problem,Never,Not at all concerned,7177,2015-12-28 17:16:18,Cambridge,US,United States,71.162.116.30,42.3751,-71.1056,Massachusetts,-04:00,02138
19048,Not a problem,Never,Not at all concerned,7176,2015-12-28 17:15:58,Jacksonville,US,United States,66.177.180.57,30.3322,-81.6556,Florida,-04:00,32099
19049,A not too serious problem,Not for many years,Not at all concerned,7174,2015-12-28 17:14:39,North Olmsted,US,United States,108.93.101.240,41.4156,-81.9235,Ohio,-04:00,44070
19050,Not a problem,Never,Not at all concerned,7173,2015-12-28 17:14:14,Brighton,US,United States,76.122.137.62,42.5295,-83.7802,Michigan,-04:00,48114
19051,Not a problem,Not for many years,Not at all concerned,7172,2015-12-28 17:13:59,Farmington Hills,US,United States,174.84.233.161,42.4853,-83.3772,Michigan,-04:00,48331
19052,A not too serious problem,Never,Not at all concerned,7171,2015-12-28 17:13:53,Jackson,US,United States,76.107.123.244,32.2988,-90.1848,Mississippi,-05:00,39201
19053,Not a problem,Never,Not at all concerned,7170,2015-12-28 17:13:19,Bakersfield,US,United States,67.53.98.114,35.3733,-119.01899999999999,California,-07:00,93263
19054,A somewhat serious problem,Not for many years,Not at all concerned,7169,2015-12-28 17:13:08,Meredith,US,United States,65.175.172.55,43.6576,-71.5004,New Hampshire,-04:00,03253
19055,Not a problem,Never,Not at all concerned,7168,2015-12-28 17:13:02,Shepherdsville,US,United States,74.141.168.128,37.9884,-85.7158,Kentucky,-04:00,40165
19056,Not a problem,Never,Not at all concerned,7167,2015-12-28 17:12:03,Greenville,US,United States,104.63.170.207,34.8526,-82.39399999999999,South Carolina,-04:00,29601
19057,Not a problem,Never,Not at all concerned,7166,2015-12-28 17:11:01,Brazil,US,United States,172.77.228.219,39.5237,-87.125,Indiana,-04:00,47834
19058,Not a problem,Never,Not at all concerned,7165,2015-12-28 17:10:39,Barrington,US,United States,173.9.7.185,43.2229,-71.047,New Hampshire,-04:00,03825
19059,A not too serious problem,Not for many years,Not at all concerned,7164,2015-12-28 17:10:22,Chicago,US,United States,98.193.97.244,41.85,-87.65,Illinois,-05:00,60290
19060,Not a problem,Never,Not at all concerned,7162,2015-12-28 17:10:17,Westwood,US,United States,24.187.133.150,40.9912,-74.0326,New Jersey,-04:00,07675
19061,Not a problem,Never,Not at all concerned,7163,2015-12-28 17:10:17,Candler,US,United States,71.3.12.110,29.1651,-82.219,Florida,-04:00,32111
19062,Not a problem,Never,Not at all concerned,7161,2015-12-28 17:09:04,Chicago,US,United States,205.197.15.161,41.85,-87.65,Illinois,-05:00,60290
19063,A not too serious problem,Never,Not at all concerned,7160,2015-12-28 17:08:57,Stuart,US,United States,70.193.227.81,27.1975,-80.2528,Florida,-04:00,34994
19064,Not a problem,Never,Not at all concerned,7159,2015-12-28 17:08:55,Culpeper,US,United States,73.216.243.56,38.4732,-77.9967,Virginia,-04:00,22701
19065,Not a problem,Never,Not at all concerned,7158,2015-12-28 17:08:41,Seattle,US,United States,73.254.133.241,47.6062,-122.33200000000001,Washington,-07:00,98101
19066,Not a problem,Never,Not at all concerned,7157,2015-12-28 17:08:25,Mount Laurel,US,United States,73.156.57.41,39.9478,-74.9117,New Jersey,-04:00,08054
19067,Not a problem,Never,Not at all concerned,7156,2015-12-28 17:08:09,Dallas,US,United States,162.216.46.102,32.7863,-96.8205,Texas,-05:00,75207
19068,Not a problem,Not for many years,Not at all concerned,7155,2015-12-28 17:08:04,Maryville,US,United States,98.170.236.1,35.7565,-83.9705,Tennessee,-04:00,37801
19069,Not a problem,Never,Not at all concerned,7154,2015-12-28 17:07:56,Sioux Falls,US,United States,107.77.89.53,43.55,-96.7003,South Dakota,-05:00,57101
19070,Not a problem,Never,Not at all concerned,7153,2015-12-28 17:07:39,Houston,US,United States,12.69.2.202,29.7633,-95.3633,Texas,-05:00,77001
19071,A not too serious problem,Never,Not at all concerned,7152,2015-12-28 17:07:23,Saint Paul,US,United States,216.70.194.25,44.9444,-93.0933,Minnesota,-05:00,55101
19072,Not a problem,Not for many years,Not at all concerned,7151,2015-12-28 17:07:11,Los Angeles,US,United States,12.18.72.50,34.0522,-118.244,California,-07:00,90001
19073,Not a problem,Never,Not at all concerned,7150,2015-12-28 17:05:21,Marietta,US,United States,76.122.85.83,33.9526,-84.5499,Georgia,-04:00,30006
19074,A not too serious problem,Never,Not at all concerned,7149,2015-12-28 17:04:25,Franklin,US,United States,71.236.53.229,35.9251,-86.8689,Tennessee,-05:00,37064
19075,A not too serious problem,Not for many years,Not too concerned,7148,2015-12-28 17:04:04,Kennett Square,US,United States,72.94.18.23,39.8468,-75.7116,Pennsylvania,-04:00,19348
